,0
2007-12-24,790473.454237
2007-12-26,799353.78447
2007-12-27,818003.111088
2007-12-28,814796.035353
2007-12-31,802704.574384
2008-01-02,788920.930984
2008-01-03,771857.166918
2008-01-04,761823.249644
2008-01-07,723167.810264
2008-01-08,720752.161543
2008-01-09,683529.458417
2008-01-10,706299.102197
2008-01-11,701517.78948
2008-01-14,712906.44613
2008-01-15,703590.924629
2008-01-16,673558.090281
2008-01-17,658854.274712
2008-01-18,641648.468801
2008-01-22,598034.266761
2008-01-23,595589.014707
2008-01-24,596453.448935
2008-01-25,615082.961946
2008-01-28,584536.711739
2008-01-29,572617.008772
2008-01-30,561433.31523
2008-01-31,554949.227224
2008-02-01,553621.006111
2008-02-04,555934.881156
2008-02-05,567995.017606
2008-02-06,556848.030746
2008-02-07,548798.538557
2008-02-08,560357.952629
2008-02-11,564783.401901
2008-02-12,568171.94067
2008-02-13,568261.292469
2008-02-14,570060.4574
2008-02-15,566216.832771
2008-02-19,565332.703709
2008-02-20,569192.60712
2008-02-21,567663.628307
2008-02-22,566606.83544
2008-02-25,568301.292912
2008-02-26,572975.453052
2008-02-27,572407.402204
2008-02-28,574122.671798
2008-02-29,574726.840209
2008-03-03,573576.140425
2008-03-04,580621.804348
2008-03-05,578742.633163
2008-03-06,580212.94388
2008-03-07,570011.084362
2008-03-10,570277.346658
2008-03-11,572053.130576
2008-03-12,574243.947575
2008-03-13,572985.012093
2008-03-14,573390.252403
2008-03-17,572967.033066
2008-03-18,575981.64908
2008-03-19,574195.971313
2008-03-20,575108.790288
2008-03-24,576479.770406
2008-03-25,578799.01236
2008-03-26,578281.254737
2008-03-27,574887.655093
2008-03-28,575598.015399
2008-03-31,572182.997312
2008-04-01,580010.722637
2008-04-02,602376.699868
2008-04-03,593400.14014
2008-04-04,587064.27651
2008-04-07,598227.741691
2008-04-08,594715.911027
2008-04-09,593674.019212
2008-04-10,594159.091758
2008-04-11,594512.99473
2008-04-14,595576.839044
2008-04-15,595763.597614
2008-04-16,594000.892246
2008-04-17,599034.733775
2008-04-18,636337.421054
2008-04-21,636598.219678
2008-04-22,636561.488484
2008-04-23,636347.301304
2008-04-24,636838.40536
2008-04-25,638253.739608
2008-04-28,639827.243899
2008-04-29,639961.202753
2008-04-30,639093.546807
2008-05-01,639799.968254
2008-05-02,642093.406448
2008-05-05,642257.842736
2008-05-06,639156.093619
2008-05-07,638831.661222
2008-05-08,637681.135215
2008-05-09,634397.442575
2008-05-12,633319.474217
2008-05-13,638084.603536
2008-05-14,638005.692414
2008-05-15,634081.57482
2008-05-16,635182.800849
2008-05-19,633906.966643
2008-05-20,632728.87
2008-05-21,634094.859793
2008-05-22,625385.177397
2008-05-23,623514.34968
2008-05-27,622909.407709
2008-05-28,623931.644901
2008-05-29,623914.089886
2008-05-30,623649.263396
2008-06-02,623479.887112
2008-06-03,626089.338935
2008-06-04,628679.082465
2008-06-05,628912.815724
2008-06-06,629398.902555
2008-06-09,627880.594605
2008-06-10,631829.674529
2008-06-11,634253.30436
2008-06-12,631024.68215
2008-06-13,640609.53808
2008-06-16,643290.238516
2008-06-17,649526.58184
2008-06-18,643568.958673
2008-06-19,643548.306514
2008-06-20,644179.863559
2008-06-23,639171.089422
2008-06-24,639175.729569
2008-06-25,639337.193627
2008-06-26,639507.754797
2008-06-27,638584.85317
2008-06-30,638947.548253
2008-07-01,635318.986813
2008-07-02,639283.338027
2008-07-03,640321.464373
2008-07-07,640635.540729
2008-07-08,641046.496482
2008-07-09,641249.509441
2008-07-10,640290.568569
2008-07-11,637461.740304
2008-07-14,638742.049497
2008-07-15,634601.385788
2008-07-16,634496.839641
2008-07-17,638674.495544
2008-07-18,626917.636224
2008-07-21,624375.671071
2008-07-22,620632.134708
2008-07-23,624855.405586
2008-07-24,627459.882774
2008-07-25,627846.619581
2008-07-28,623769.42737
2008-07-29,632422.375955
2008-07-30,630470.597986
2008-07-31,630651.473709
2008-08-01,629893.681209
2008-08-04,626730.142433
2008-08-05,625948.564252
2008-08-06,634646.933504
2008-08-07,637191.605256
2008-08-08,636074.885956
2008-08-11,643029.667547
2008-08-12,647647.120492
2008-08-13,647458.787965
2008-08-14,645768.888441
2008-08-15,649012.580647
2008-08-18,650460.2269
2008-08-19,641794.726071
2008-08-20,643745.087306
2008-08-21,639018.800415
2008-08-22,642376.020953
2008-08-25,642082.517762
2008-08-26,641329.522434
2008-08-27,638560.652108
2008-08-28,638708.941881
2008-08-29,639105.68839
2008-09-02,641124.516077
2008-09-03,639777.584861
2008-09-04,642316.017936
2008-09-05,647298.971088
2008-09-08,647065.146865
2008-09-09,648962.104262
2008-09-10,648360.318263
2008-09-11,644486.393496
2008-09-12,658140.227729
2008-09-15,655128.048431
2008-09-16,655427.602426
2008-09-17,655801.725334
2008-09-18,656437.660366
2008-09-19,649697.729801
2008-09-22,652890.986125
2008-09-23,660802.719877
2008-09-24,662808.116004
2008-09-25,661809.601224
2008-09-26,663826.092436
2008-09-29,666441.713142
2008-09-30,674938.726866
2008-10-01,673657.933557
2008-10-02,673946.121167
2008-10-03,677918.31324
2008-10-06,680615.838227
2008-10-07,680321.904465
2008-10-08,681604.930707
2008-10-09,682689.199322
2008-10-10,673768.73789
2008-10-13,663682.692473
2008-10-14,654292.337396
2008-10-15,670091.888917
2008-10-16,672621.675839
2008-10-17,673457.038674
2008-10-20,674561.958008
2008-10-21,673100.108356
2008-10-22,666046.223516
2008-10-23,665042.620481
2008-10-24,659110.969503
2008-10-27,658036.908545
2008-10-28,657853.942236
2008-10-29,663542.520847
2008-10-30,664634.490919
2008-10-31,661868.366774
2008-11-03,663132.927204
2008-11-04,661982.707415
2008-11-05,670484.868836
2008-11-06,655219.920422
2008-11-07,647237.005385
2008-11-10,647382.584831
2008-11-11,637776.982156
2008-11-12,640637.902194
2008-11-13,635691.557393
2008-11-14,641525.677504
2008-11-17,640577.499612
2008-11-18,641039.23431
2008-11-19,640347.365464
2008-11-20,657613.330568
2008-11-21,666176.398455
2008-11-24,668484.134916
2008-11-25,668393.030552
2008-11-26,672804.303048
2008-11-28,681502.423493
2008-12-01,679752.941905
2008-12-02,675629.235189
2008-12-03,675404.276829
2008-12-04,677216.820048
2008-12-05,678357.583153
2008-12-08,680281.420649
2008-12-09,682201.777792
2008-12-10,689583.093481
2008-12-11,682726.230043
2008-12-12,673991.735721
2008-12-15,694938.977475
2008-12-16,693695.461519
